Atom ID	Mol ID	Atom_type	Charges	x	y	z
1	1	1	1.34	2.0	2.0	21.0
2	1	2	-0.39	2.6914000000000016	1.462299999999999	19.661100000000005
3	1	2	-0.39	0.672600000000001	1.1810000000000045	20.643500000000003
4	1	2	-0.39	1.4344000000000001	3.2649000000000044	20.1999
5	1	2	-0.39	1.308600000000002	2.5378000000000043	22.339000000000006
6	1	2	-0.39	3.3275000000000006	2.819099999999999	21.356500000000004
7	1	2	-0.39	2.5656	0.7351000000000028	21.8001
8	1	3	1.0	0.8734999999999999	1.9139000000000053	18.660400000000003
