time step,id,x,y,z
68,1206,0.343912,0.905197,0.871269
68,1209,0.437563,0.651202,0.924669
69,1205,0.250702,0.30174,0.321024
69,1207,0.456764,0.0355053,0.510516
69,1203,0.013382,0.511395,0.106892
69,1204,0.934642,0.657068,0.496459
69,1210,0.89499,0.82006,0.361111
69,1208,0.774573,0.801241,0.0214599
69,1201,0.240378,0.435251,0.773399
69,1202,0.419357,0.875264,0.67328
69,1206,0.343924,0.905182,0.871267
69,1209,0.437531,0.651172,0.924654
70,1205,0.250648,0.301755,0.321034
70,1207,0.456768,0.035488,0.510528
70,1203,0.0133836,0.511404,0.106877
70,1204,0.934615,0.657083,0.496515
70,1210,0.895031,0.820068,0.361097
70,1208,0.774614,0.801203,0.0214925
70,1201,0.240372,0.435277,0.773449
70,1202,0.419348,0.875259,0.673255
70,1206,0.343936,0.905168,0.871265
70,1209,0.4375,0.651144,0.92464
71,1205,0.250594,0.30177,0.321045
71,1207,0.456772,0.0354706,0.51054
71,1203,0.013385,0.511413,0.106862
71,1204,0.934588,0.657097,0.496571
71,1210,0.895072,0.820076,0.361083
71,1208,0.774655,0.801165,0.0215256
71,1201,0.240366,0.435303,0.773498
71,1202,0.419338,0.875253,0.67323
71,1206,0.343949,0.905154,0.871262
71,1209,0.437468,0.651115,0.924625
72,1205,0.250541,0.301786,0.321056
72,1207,0.456776,0.0354529,0.510552
72,1203,0.0133862,0.511423,0.106847
72,1204,0.934562,0.657111,0.496627
72,1210,0.895112,0.820085,0.361069
72,1208,0.774696,0.801126,0.0215591
72,1201,0.24036,0.435329,0.773547
72,1202,0.419329,0.875248,0.673205
72,1206,0.343962,0.90514,0.87126
72,1209,0.437436,0.651087,0.924611
73,1205,0.250487,0.301801,0.321067
73,1207,0.456781,0.0354351,0.510565
73,1203,0.0133872,0.511433,0.106831
73,1204,0.934535,0.657125,0.496683
73,1210,0.895152,0.820093,0.361055
73,1208,0.774738,0.801088,0.0215931
73,1201,0.240354,0.435356,0.773597
73,1202,0.419319,0.875242,0.67318
73,1206,0.343976,0.905126,0.871257
73,1209,0.437405,0.65106,0.924596
74,1205,0.250433,0.301817,0.321077
74,1207,0.456787,0.0354171,0.510577
74,1203,0.0133881,0.511443,0.106815
74,1204,0.934509,0.657139,0.496738
74,1210,0.895193,0.820101,0.361041
74,1208,0.77478,0.801049,0.0216275
74,1201,0.240348,0.435382,0.773646
74,1202,0.419309,0.875236,0.673155
74,1206,0.34399,0.905113,0.871254
74,1209,0.437373,0.651032,0.924582
75,1205,0.250379,0.301832,0.321088
75,1207,0.456793,0.0353989,0.510588
75,1203,0.0133888,0.511453,0.106799
75,1204,0.934483,0.657153,0.496794
75,1210,0.895233,0.82011,0.361026
75,1208,0.774822,0.80101,0.0216623
75,1201,0.240341,0.435408,0.773695
75,1202,0.419299,0.87523,0.67313
75,1206,0.344005,0.9051,0.871251
75,1209,0.437341,0.651005,0.924567
76,1205,0.250326,0.301848,0.321099
76,1207,0.4568,0.0353805,0.5106
76,1203,0.0133893,0.511463,0.106782
76,1204,0.934458,0.657166,0.496849
76,1210,0.895273,0.820118,0.361012
76,1208,0.774864,0.800971,0.0216975
76,1201,0.240334,0.435434,0.773744
76,1202,0.419289,0.875224,0.673105
76,1206,0.34402,0.905088,0.871247
76,1209,0.43731,0.650978,0.924553
77,1205,0.250272,0.301863,0.32111
77,1207,0.456807,0.0353619,0.510612
77,1203,0.0133897,0.511474,0.106765
77,1204,0.934432,0.657179,0.496904
77,1210,0.895313,0.820126,0.360997
77,1208,0.774906,0.800933,0.0217331
77,1201,0.240328,0.43546,0.773793
77,1202,0.419278,0.875218,0.67308
77,1206,0.344036,0.905076,0.871244
77,1209,0.437278,0.650952,0.924538
78,1205,0.250218,0.301879,0.32112
78,1207,0.456815,0.0353432,0.510623
78,1203,0.0133899,0.511484,0.106748
78,1204,0.934407,0.657192,0.496959
78,1210,0.895353,0.820135,0.360982
78,1208,0.774949,0.800894,0.0217692
78,1201,0.24032,0.435486,0.773842
78,1202,0.419267,0.875212,0.673055
78,1206,0.344052,0.905064,0.87124
78,1209,0.437247,0.650926,0.924524
79,1205,0.250164,0.301895,0.321131
79,1207,0.456823,0.0353243,0.510635
79,1203,0.0133899,0.511495,0.10673
79,1204,0.934382,0.657204,0.497014
79,1210,0.895393,0.820143,0.360968
79,1208,0.774992,0.800855,0.0218057
79,1201,0.240313,0.435513,0.773891
79,1202,0.419256,0.875205,0.67303
79,1206,0.344069,0.905052,0.871236
79,1209,0.437216,0.6509,0.924509
80,1205,0.25011,0.301911,0.321142
80,1207,0.456832,0.0353052,0.510646
80,1203,0.0133897,0.511507,0.106712
80,1204,0.934357,0.657217,0.497069
80,1210,0.895433,0.820151,0.360952
80,1208,0.775035,0.800816,0.0218426
80,1201,0.240306,0.435539,0.77394
80,1202,0.419245,0.875198,0.673005
80,1206,0.344086,0.905041,0.871232
80,1209,0.437184,0.650875,0.924495
81,1205,0.250056,0.301927,0.321152
81,1207,0.456842,0.0352859,0.510657
81,1203,0.0133894,0.511518,0.106693
81,1204,0.934332,0.657229,0.497123
81,1210,0.895472,0.82016,0.360937
81,1208,0.775078,0.800776,0.0218799
81,1201,0.240298,0.435565,0.773989
81,1202,0.419234,0.875192,0.67298
81,1206,0.344104,0.90503,0.871228
81,1209,0.437153,0.65085,0.92448
82,1205,0.250002,0.301943,0.321163
82,1207,0.456851,0.0352665,0.510668
82,1203,0.0133889,0.511529,0.106674
82,1204,0.934307,0.657241,0.497177
82,1210,0.895512,0.820168,0.360922
82,1208,0.775121,0.800737,0.0219176
82,1201,0.24029,0.435591,0.774037
82,1202,0.419223,0.875185,0.672955
82,1206,0.344122,0.905019,0.871223
82,1209,0.437122,0.650826,0.924466
83,1205,0.249948,0.30196,0.321173
83,1207,0.456862,0.0352469,0.510679
83,1203,0.0133882,0.511541,0.106655
83,1204,0.934283,0.657252,0.497231
83,1210,0.895551,0.820176,0.360906
83,1208,0.775165,0.800698,0.0219557
83,1201,0.240282,0.435617,0.774086
83,1202,0.419211,0.875178,0.67293
83,1206,0.344141,0.905009,0.871219
83,1209,0.437091,0.650801,0.924451
84,1205,0.249894,0.301976,0.321184
84,1207,0.456873,0.0352272,0.510689
84,1203,0.0133873,0.511553,0.106636
84,1204,0.934259,0.657264,0.497285
84,1210,0.89559,0.820184,0.360891
84,1208,0.775209,0.800659,0.0219942
84,1201,0.240274,0.435643,0.774134
84,1202,0.419199,0.87517,0.672905
84,1206,0.34416,0.904999,0.871214
84,1209,0.437059,0.650778,0.924437
85,1205,0.249841,0.301993,0.321194
85,1207,0.456884,0.0352072,0.5107
85,1203,0.0133863,0.511565,0.106616
85,1204,0.934235,0.657275,0.497339
85,1210,0.895629,0.820193,0.360875
85,1208,0.775252,0.800619,0.0220331
85,1201,0.240265,0.435669,0.774183
85,1202,0.419187,0.875163,0.67288
85,1206,0.344179,0.90499,0.871209
85,1209,0.437028,0.650754,0.924423
86,1205,0.249787,0.302009,0.321205
86,1207,0.456896,0.0351872,0.51071
86,1203,0.0133851,0.511578,0.106596
86,1204,0.934211,0.657286,0.497393
86,1210,0.895668,0.820201,0.360859
86,1208,0.775296,0.80058,0.0220724
86,1201,0.240256,0.435694,0.774231
86,1202,0.419175,0.875156,0.672856
86,1206,0.3442,0.90498,0.871204
86,1209,0.436998,0.650731,0.924408
87,1205,0.249733,0.302026,0.321215
87,1207,0.456909,0.0351669,0.51072
87,1203,0.0133837,0.51159,0.106575
87,1204,0.934188,0.657296,0.497446
87,1210,0.895707,0.820209,0.360843
87,1208,0.775341,0.800541,0.0221121
87,1201,0.240247,0.43572,0.774279
87,1202,0.419163,0.875148,0.672831
87,1206,0.34422,0.904971,0.871199
87,1209,0.436967,0.650709,0.924394
88,1205,0.249679,0.302042,0.321226
88,1207,0.456922,0.0351465,0.51073
88,1203,0.0133821,0.511603,0.106555
88,1204,0.934165,0.657307,0.497499
88,1210,0.895746,0.820217,0.360827
88,1208,0.775385,0.800501,0.0221522
88,1201,0.240238,0.435746,0.774327
88,1202,0.419151,0.87514,0.672806
88,1206,0.344241,0.904963,0.871193
88,1209,0.436936,0.650687,0.924379
89,1205,0.249625,0.302059,0.321236
89,1207,0.456936,0.0351259,0.51074
89,1203,0.0133803,0.511616,0.106533
89,1204,0.934141,0.657317,0.497552
89,1210,0.895785,0.820225,0.360811
89,1208,0.775429,0.800462,0.0221926
89,1201,0.240229,0.435772,0.774375
89,1202,0.419138,0.875133,0.672781
89,1206,0.344263,0.904955,0.871188
89,1209,0.436905,0.650665,0.924365
90,1205,0.249571,0.302076,0.321246
90,1207,0.45695,0.0351052,0.51075
90,1203,0.0133784,0.511629,0.106512
90,1204,0.934119,0.657327,0.497605
90,1210,0.895823,0.820234,0.360794
90,1208,0.775474,0.800422,0.0222335
90,1201,0.240219,0.435797,0.774422
90,1202,0.419125,0.875125,0.672756
90,1206,0.344285,0.904947,0.871182
90,1209,0.436875,0.650643,0.924351
91,1205,0.249518,0.302093,0.321257
91,1207,0.456964,0.0350844,0.510759
91,1203,0.0133763,0.511643,0.10649
91,1204,0.934096,0.657336,0.497657
91,1210,0.895861,0.820242,0.360778
91,1208,0.775519,0.800383,0.0222747
91,1201,0.240209,0.435823,0.77447
91,1202,0.419112,0.875117,0.672731
91,1206,0.344307,0.904939,0.871176
91,1209,0.436844,0.650622,0.924336
92,1205,0.249464,0.302111,0.321267
92,1207,0.45698,0.0350633,0.510769
92,1203,0.013374,0.511656,0.106468
92,1204,0.934074,0.657346,0.49771
92,1210,0.8959,0.82025,0.360761
92,1208,0.775564,0.800343,0.0223163
92,1201,0.240199,0.435848,0.774517
92,1202,0.419099,0.875108,0.672706
92,1206,0.34433,0.904932,0.87117
92,1209,0.436814,0.650602,0.924322
93,1205,0.24941,0.302128,0.321277
93,1207,0.456995,0.0350421,0.510778
93,1203,0.0133715,0.51167,0.106446
93,1204,0.934052,0.657355,0.497762
93,1210,0.895938,0.820258,0.360744
93,1208,0.775609,0.800304,0.0223582
93,1201,0.240189,0.435874,0.774564
93,1202,0.419086,0.8751,0.672681
93,1206,0.344354,0.904925,0.871164
93,1209,0.436784,0.650582,0.924308
94,1205,0.249357,0.302145,0.321287
94,1207,0.457011,0.0350208,0.510787
94,1203,0.0133688,0.511684,0.106424
94,1204,0.93403,0.657363,0.497814
94,1210,0.895975,0.820266,0.360727
94,1208,0.775654,0.800264,0.0224006
94,1201,0.240178,0.435899,0.774611
94,1202,0.419073,0.875092,0.672657
94,1206,0.344377,0.904918,0.871158
94,1209,0.436754,0.650562,0.924294
95,1205,0.249303,0.302163,0.321297
95,1207,0.457028,0.0349993,0.510796
95,1203,0.013366,0.511698,0.106401
95,1204,0.934008,0.657372,0.497866
95,1210,0.896013,0.820274,0.36071
95,1208,0.775699,0.800224,0.0224432
95,1201,0.240167,0.435924,0.774658
95,1202,0.41906,0.875083,0.672632
95,1206,0.344402,0.904912,0.871152
95,1209,0.436723,0.650543,0.924279
96,1205,0.24925,0.30218,0.321307
96,1207,0.457045,0.0349777,0.510804
96,1203,0.013363,0.511712,0.106378
96,1204,0.933987,0.65738,0.497917
96,1210,0.896051,0.820282,0.360693
96,1208,0.775744,0.800185,0.0224863
96,1201,0.240156,0.435949,0.774705
96,1202,0.419046,0.875075,0.672607
96,1206,0.344426,0.904905,0.871145
96,1209,0.436694,0.650524,0.924265
97,1205,0.249196,0.302198,0.321317
97,1207,0.457063,0.0349559,0.510813
97,1203,0.0133597,0.511726,0.106354
97,1204,0.933965,0.657388,0.497968
97,1210,0.896088,0.82029,0.360676
97,1208,0.775789,0.800145,0.0225297
97,1201,0.240144,0.435974,0.774751
97,1202,0.419032,0.875066,0.672582
97,1206,0.344452,0.9049,0.871139
97,1209,0.436664,0.650506,0.924251
98,1205,0.249143,0.302216,0.321327
98,1207,0.457081,0.034934,0.510821
98,1203,0.0133563,0.511741,0.10633
98,1204,0.933944,0.657396,0.49802
98,1210,0.896126,0.820298,0.360658
98,1208,0.775835,0.800105,0.0225735
98,1201,0.240133,0.435999,0.774798
98,1202,0.419018,0.875057,0.672557
98,1206,0.344477,0.904894,0.871132
98,1209,0.436634,0.650488,0.924237
99,1205,0.24909,0.302234,0.321336
99,1207,0.4571,0.034912,0.510829
99,1203,0.0133528,0.511756,0.106306
99,1204,0.933924,0.657403,0.498071
99,1210,0.896163,0.820306,0.360641
99,1208,0.77588,0.800066,0.0226176
99,1201,0.240121,0.436024,0.774844
99,1202,0.419004,0.875048,0.672533
99,1206,0.344503,0.904889,0.871125
99,1209,0.436604,0.65047,0.924223
100,1205,0.249037,0.302252,0.321346
100,1207,0.457119,0.0348898,0.510837
100,1203,0.013349,0.511771,0.106282
100,1204,0.933903,0.65741,0.498121
100,1210,0.8962,0.820314,0.360623
100,1208,0.775926,0.800026,0.0226621
100,1201,0.240108,0.436048,0.77489
100,1202,0.41899,0.875039,0.672508
100,1206,0.34453,0.904884,0.871118
100,1209,0.436575,0.650453,0.924209
